History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,3G_DPO041M_QNI(434),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 01:46:58,"",ME(MO SDR),U RNCId: 3351; Control voltage abnormal; Board serial number: 254399201107; U nodeBId:434,Unacknowledged,"","","","","","","",UMTS,6520,1662661135298,10.248.195.205,"","MO_OMCB_RNC_3351Z_QNI,Subnet(MO SDR)(3351)",MO_OMCB_RNC_3351Z_QNI,Platform Alarm,"",00:22:01,2023-07-04 02:08:59,"","","",Restoration upon Anti-shake,434,3G_DPO041M_QNI,SDR,434,3G_DPO041M_QNI,CC,"product:public,wcdma",uid=434#uuserlabel=#ufid=434,Lost of synchronization,""
Major,Equipment Alarm,GU_DBN023M_QNM(26),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 01:47:28,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254178300017; U nodeBId:26,G siteId:26",Unacknowledged,"","","","","","","","UMTS,GSM",31157,1662661135301,10.248.191.195,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:08,2023-07-04 02:09:36,"","","",Restoration upon Anti-shake,26,GU_DBN023M_QNM,SDR,26,GU_DBN023M_QNM,CC,"product:public,wcdma,gv3",uid=26#uuserlabel=GU_DBN023M_QNM#ufid=26#gid=26#guserlabel=#gfid=26,Lost of synchronization,""
Major,Equipment Alarm,GU_DGG016M_QNM(371),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 01:48:09,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254314600728; U nodeBId:271,G siteId:271",Unacknowledged,"","","","","","","","UMTS,GSM",149,1662661135304,10.248.191.236,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:00,2023-07-04 02:10:09,"","","",Restoration upon Anti-shake,371,GU_DGG016M_QNM,SDR,371,GU_DGG016M_QNM,CC,"product:public,wcdma,gv3",uid=271#uuserlabel=GU_DGG016M_QNM#ufid=271#gid=271#guserlabel=#gfid=271,Lost of synchronization,""
Major,Equipment Alarm,GU_DXN023M_QNM(89),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 01:48:21,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254233600296; U nodeBId:89,G siteId:89",Unacknowledged,"","","","","","","","UMTS,GSM",30075,1662661135305,10.248.192.166,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:21:56,2023-07-04 02:10:17,"","","",Restoration upon Anti-shake,89,GU_DXN023M_QNM,SDR,89,GU_DXN023M_QNM,CC,"product:public,wcdma,gv3",uid=89#uuserlabel=GU_DXN023M_QNM#ufid=89#gid=89#guserlabel=#gfid=89,Lost of synchronization,""
Major,Equipment Alarm,GU_DXN029M_PYN(290),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 01:48:57,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3007; Control voltage abnormal; Board serial number: 254314600627; U nodeBId:290,G siteId:290",Unacknowledged,"","","","","","","","UMTS,GSM",34003,1662661135310,10.248.201.110,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"",00:22:04,2023-07-04 02:11:01,"","","",Restoration upon Anti-shake,290,GU_DXN029M_PYN,SDR,290,GU_DXN029M_PYN,CC,"product:public,wcdma,gv3",uid=290#uuserlabel=#ufid=290#gid=290#guserlabel=#gfid=290,Lost of synchronization,""
Major,Equipment Alarm,3G_PMY057M_BDH(476),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 01:50:48,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254233600867; U nodeBId:476,Unacknowledged,"","","","","","","",UMTS,8216,1662661135312,10.248.200.210,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:21:56,2023-07-04 02:12:44,"","","",Restoration upon Anti-shake,476,3G_PMY057M_BDH,SDR,476,3G_PMY057M_BDH,CC,"product:public,wcdma",uid=476#uuserlabel=#ufid=476,Lost of synchronization,""
Major,Processing Error Alarm,3G_TSN037M_BDH(477),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 02:00:24,"",ME(MO SDR),U RNCId: 3350; Board serial number: 246916800879; U nodeBId:477,Unacknowledged,"","","","","","","",UMTS,37563,1662661135347,10.248.200.104,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:12:52,2023-07-04 02:13:16,"","","",Restoration upon Anti-shake,477,3G_TSN037M_BDH,SDR,477,3G_TSN037M_BDH,SA,"product:public,wcdma",uid=477#uuserlabel=#ufid=477,The board is being initialized,""
Major,Processing Error Alarm,4G-TAH008E-PYN(490087),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 02:01:36,"",ME(MO SDR),Board serial number: 708819301231; L eNBId:490087,Unacknowledged,"","","","","","","",LTE FDD,100,1662661135349,10.225.123.123,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"",00:07:47,2023-07-04 02:09:23,"","","",Restoration upon Anti-shake,490087,4G-TAH008E-PYN,SDR,490087,4G-TAH008E-PYN,SA,"product:public,ltefdd",fddid=490087#fdduserlabel=4G-TAH008E-PYN#fddfid=490087,The board is being initialized,""
Major,Processing Error Alarm,GU_QTH005M_QBH(254),"Equipment=1,Rack(MO SDR)=2,Shelf(MO SDR)=1,Board(MO SDR)=7","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 02:06:09,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3022; Board serial number: 254016400625; U nodeBId:254,G siteId:94",Unacknowledged,"","","","","","","","UMTS,GSM",12107,1662661135361,10.248.177.68,"","OMCB_RNC_3022Z_QBH,RNC3022_QBH(3022)",OMCB_RNC_3022Z_QBH,Platform Alarm,"",00:04:18,2023-07-04 02:10:27,"","","",Restoration upon Anti-shake,254,GU_QTH005M_QBH,SDR,254,GU_QTH005M_QBH,FCE,"product:public,wcdma,gv3",uid=254#uuserlabel=#ufid=254#gid=94#guserlabel=#gfid=94,The board is being initialized,""
Total Count:,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
