Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,GU_DXN028M_QNM(132),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 11:14:24,"",ME(MO SDR),"U RNCId: 3352; Control voltage abnormal; Board serial number: 254314600760; U nodeBId:132,G siteId:232",Unacknowledged,"","","","","","","","UMTS,GSM",27184,1662661138149,10.248.190.180,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"","",132,GU_DXN028M_QNM,SDR,132,GU_DXN028M_QNM,CC,"product:public,wcdma,gv3",uid=132#uuserlabel=GU_DXN028M_QNM#ufid=132#gid=232#guserlabel=#gfid=232,Lost of synchronization,""
Major,Processing Error Alarm,4G-SHH011M-PYN(490117),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=8","","",RRU unconfigured(198096551),1. The RRU connected to an optical port of the BBU is not configured. 2. The RRU connected to an optical port of the BBU has no TOPO configuration.,2023-07-04 11:15:15,"",ME(MO SDR),"optical port ID: 3, Unconfigured RRU Index: 1; unconfigured RRU type:R8854 S1800(A4A); Board serial number: 710601200077; L eNBId:490117; L: Cell ID=(11,12,13,18,17)",Unacknowledged,"","","","","","","",LTE FDD,289,1662661138152,10.225.123.214,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490117,4G-SHH011M-PYN,SDR,490117,4G-SHH011M-PYN,BPN2,"product:public,ltefdd",fddid=490117#fdduserlabel=4G-SHH011M-PYN#fddfid=490117,RRU unconfigured,""
Minor,Equipment Alarm,4G-HNN029M-BDH(420251),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",CB ACCU.(198092558),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 11:16:41,"",ME(MO SDR),Dry contact ID: 5; Board serial number: 724397500385; L eNBId:420251,Unacknowledged,"","","","","","","",LTE FDD,105,1662661138156,10.225.159.162,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420251,4G-HNN029M-BDH,SDR,420251,4G-HNN029M-BDH,SA,"product:public,ltefdd",fddid=420251#fdduserlabel=4G-HNN029M-BDH#fddfid=420251,ACCU alarm.,""
Minor,Equipment Alarm,GU_SHH028M_PYN(292),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 11:15:18,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3002; Dry contact ID: 4; Board serial number: 246916800227; U nodeBId:292,G siteId:292",Unacknowledged,"","","","","","","","UMTS,GSM",22055,1662661138157,10.248.201.142,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",292,GU_SHH028M_PYN,SDR,292,GU_SHH028M_PYN,SA,"product:public,wcdma,gv3",uid=292#uuserlabel=#ufid=292#gid=292#guserlabel=#gfid=292,User-defined dry contact alarm 1,""
Major,Equipment Alarm,3G_GLH033W_QTI(1),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 11:16:44,"",ME(MO SDR),U RNCId: 3354; Control voltage abnormal; Board serial number: 254437700159; U nodeBId:1,Unacknowledged,"","","","","","","",UMTS,31565,1662661138158,10.248.179.178,"","MO_OMCB_RNC_3354Z_QTI,Subnet(MO SDR)(3354)",MO_OMCB_RNC_3354Z_QTI,Platform Alarm,"","",1,3G_GLH033W_QTI,SDR,1,3G_GLH033W_QTI,CC,"product:public,wcdma",uid=1#uuserlabel=#ufid=1,Lost of synchronization,""
Major,Equipment Alarm,GU_TPC020M_QNM(275),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 11:16:51,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3353; Control voltage abnormal; Board serial number: 254437700192; U nodeBId:275,G siteId:275",Unacknowledged,"","","","","","","","UMTS,GSM",10249,1662661138159,10.248.192.250,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",275,GU_TPC020M_QNM,SDR,275,GU_TPC020M_QNM,CC,"product:public,wcdma,gv3",uid=275#uuserlabel=#ufid=275#gid=275#guserlabel=#gfid=275,Lost of synchronization,""
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 11:17:37,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13800,1662661138163,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Minor,Equipment Alarm,4G-VLH015M-QTI(530090),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 11:18:13,"",ME(MO SDR),Dry contact ID: 0; Board serial number: 710692000111; L eNBId:530090,Unacknowledged,"","","","","","","",LTE FDD,634,1662661138165,10.225.85.29,"","MO SDR_OMMB2_VNPT,QTI(53000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",530090,4G-VLH015M-QTI,SDR,530090,4G-VLH015M-QTI,SA,"product:public,ltefdd",fddid=530090#fdduserlabel=4G-VLH015M-QTI#fddfid=530090,Mains Failure Alarm,""
Minor,Equipment Alarm,4G-TAN005M-PYN(490084),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=8","","",Unavailable optical module(198098318),1. No optical/electrical module is inserted into the optical port. 2. The optical/electrical module is not inserted properly. 3. The optical/electrical module is in bad contact with the board due to pollution. 4. The optical/electrical module is damaged. 5. The port of the optical/electrical module is damaged.,2023-07-04 11:18:13,"",ME(MO SDR),"Optical port 5; Optical module is not in position; Board serial number: 710666600512; L eNBId:490084; L: Cell ID=(11,12,13,18,17)",Unacknowledged,"","","","","","","",LTE FDD,622,1662661138166,10.225.123.5,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490084,4G-TAN005M-PYN,SDR,490084,4G-TAN005M-PYN,BPN2,"product:public,ltefdd",fddid=490084#fdduserlabel=4G-TAN005M-PYN#fddfid=490084,Unavailable optical module,""
Minor,Equipment Alarm,SR-QTH008M-QBH(500458),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 11:18:17,"",ME(MO SDR),"G BSCId: 355; U RNCId: 3022; Dry contact ID: 0; Board serial number: 741223200392; U nodeBId:497,G siteId:324,L eNBId:500458",Unacknowledged,"","","","","","","","UMTS,GSM,LTE FDD",166,1662661138167,10.225.165.123,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",500458,SR-QTH008M-QBH,SDR,500458,SR-QTH008M-QBH,SA,"product:public,wcdma,gv3,ltefdd",uid=497#uuserlabel=#ufid=497#gid=324#guserlabel=#gfid=324#fddid=500458#fdduserlabel=SR-QTH008M-QBH#fddfid=500458#,User-defined dry contact alarm 1,""
